30000 30000
16046 24001 1073741823
5437 22865 1073741823
15711 20443 1073741823
6370 29506 1073741823
9738 19989 1073741823
29379 29422 1073741823
9862 17516 1073741823
16514 27198 1073741823
21425 24950 1073741823
6413 8448 1073741823
12292 29579 1073741823
26576 26613 1073741823
107 13524 1073741823
2090 21192 1073741823
25427 25998 1073741823
13598 14589 1073741823
24068 29079 1073741823
8524 19779 1073741823
21553 25789 1073741823
19231 24160 1073741823
7629 25629 1073741823
24903 25923 1073741823
12065 19449 1073741823
19306 29785 1073741823
1820 22591 1073741823
11030 13576 1073741823
22506 24864 1073741823
26875 29014 1073741823
7624 12489 1073741823
8791 28305 1073741823
6166 15475 1073741823
2737 28885 1073741823
22701 24062 1073741823
5578 11510 1073741823
23924 27903 1073741823
2209 17387 1073741823
26670 27152 1073741823
1190 22796 1073741823
2198 8549 1073741823
14465 23747 1073741823
3246 4086 1073741823
29444 29528 1073741823
19284 22650 1073741823
11342 28470 1073741823
2022 3562 1073741823
28801 28894 1073741823
5959 8582 1073741823
10407 22549 1073741823
23890 29110 1073741823
22177 29475 1073741823
7247 8014 1073741823
19807 28215 1073741823
17620 24557 1073741823
14679 15806 1073741823
22286 27404 1073741823
3375 29360 1073741823
21776 25940 1073741823
9917 16570 1073741823
12138 22386 1073741823
16434 27591 1073741823
24574 29613 1073741823
402 29983 1073741823
9999 17803 1073741823
18024 24574 1073741823
7835 15182 1073741823
27575 29680 1073741823
6123 11869 1073741823
14899 28938 1073741823
568 2532 1073741823
16561 20682 1073741823
688 1565 1073741823
13021 22241 1073741823
21737 21887 1073741823
8235 8370 1073741823
27990 29338 1073741823
5904 15016 1073741823
3111 5524 1073741823
2161 7236 1073741823
20886 22368 1073741823
2604 4491 1073741823
21295 27576 1073741823
246 11294 1073741823
7023 9178 1073741823
10420 19526 1073741823
18321 19792 1073741823
21710 22675 1073741823
14245 21567 1073741823
449 6482 1073741823
1250 1885 1073741823
23861 28090 1073741823
12861 29402 1073741823
1870 20229 1073741823
19259 19751 1073741823
23558 27324 1073741823
25859 29965 1073741823
21227 27137 1073741823
13751 20591 1073741823
26180 27940 1073741823
13828 16970 1073741823
24906 29842 1073741823
248 21328 1073741823
24213 26695 1073741823
26132 26405 1073741823
2773 22214 1073741823
24995 29321 1073741823
2706 7864 1073741823
28490 29989 1073741823
19286 21521 1073741823
27359 29122 1073741823
521 1249 1073741823
29566 29811 1073741823
9341 28563 1073741823
1242 15137 1073741823
3979 28056 1073741823
15058 16611 1073741823
4189 19366 1073741823
29509 29939 1073741823
27374 28440 1073741823
16934 23989 1073741823
1007 9435 1073741823
27603 29792 1073741823
19900 28690 1073741823
22946 24092 1073741823
398 11513 1073741823
15549 18879 1073741823
962 11834 1073741823
21297 27332 1073741823
15226 17923 1073741823
833 10770 1073741823
5298 12414 1073741823
16640 21453 1073741823
18005 28244 1073741823
29215 29977 1073741823
10945 11060 1073741823
17411 18085 1073741823
23465 29410 1073741823
10266 25878 1073741823
12554 29886 1073741823
27248 28007 1073741823
11360 29937 1073741823
5757 7459 1073741823
9241 29438 1073741823
7746 15530 1073741823
17226 18727 1073741823
612 1903 1073741823
12705 22802 1073741823
9143 9190 1073741823
619 11057 1073741823
21806 29389 1073741823
29430 29586 1073741823
10194 27723 1073741823
28522 29729 1073741823
7970 11288 1073741823
14228 29216 1073741823
24282 25526 1073741823
12851 15400 1073741823
20935 26731 1073741823
24470 27989 1073741823
13017 28488 1073741823
19285 26117 1073741823
11386 19752 1073741823
17984 18468 1073741823
542 4830 1073741823
1893 20279 1073741823
747 14740 1073741823
15478 21521 1073741823
28092 29289 1073741823
153 3558 1073741823
23952 25635 1073741823
4930 8901 1073741823
14344 26436 1073741823
23918 24570 1073741823
19521 29767 1073741823
13905 24338 1073741823
13087 17529 1073741823
18179 24915 1073741823
28827 29245 1073741823
22135 29009 1073741823
16222 17554 1073741823
4524 12402 1073741823
14990 16551 1073741823
9255 21809 1073741823
23016 23309 1073741823
13472 26403 1073741823
29711 29844 1073741823
6652 26578 1073741823
15139 23092 1073741823
23675 29928 1073741823
26518 29211 1073741823
22323 28153 1073741823
1339 26120 1073741823
3517 3635 1073741823
5792 10813 1073741823
2606 26447 1073741823
670 11306 1073741823
22344 27129 1073741823
46 251 1073741823
27378 27812 1073741823
29822 29956 1073741823
5350 22562 1073741823
533 11149 1073741823
17834 21953 1073741823
29011 29226 1073741823
16833 19512 1073741823
2412 3002 1073741823
5410 25334 1073741823
21334 22547 1073741823
23273 24825 1073741823
1 19835 1073741823
11597 13316 1073741823
14087 29151 1073741823
20946 29181 1073741823
12452 24734 1073741823
143 21140 1073741823
2472 18297 1073741823
3795 9746 1073741823
2730 11904 1073741823
13364 16711 1073741823
10175 14488 1073741823
936 26149 1073741823
7020 11114 1073741823
26375 28925 1073741823
2968 27516 1073741823
19953 24789 1073741823
26357 28981 1073741823
12220 13912 1073741823
3009 3379 1073741823
27056 29849 1073741823
14231 24556 1073741823
19831 20004 1073741823
10636 15112 1073741823
29647 29763 1073741823
10871 18970 1073741823
10114 14332 1073741823
28560 29569 1073741823
1896 20015 1073741823
2877 12667 1073741823
26571 27947 1073741823
24616 26304 1073741823
27195 28040 1073741823
19093 19616 1073741823
9571 26235 1073741823
29683 29889 1073741823
27468 29153 1073741823
1200 2017 1073741823
7936 9686 1073741823
10322 20241 1073741823
1042 4185 1073741823
6084 21210 1073741823
1404 15770 1073741823
7661 14266 1073741823
27385 28152 1073741823
19079 25535 1073741823
22100 28344 1073741823
18223 25464 1073741823
5937 15081 1073741823
696 23063 1073741823
17962 29855 1073741823
9925 21770 1073741823
1805 12439 1073741823
2967 10724 1073741823
15172 24899 1073741823
7715 29510 1073741823
14484 14703 1073741823
27752 28200 1073741823
22539 24145 1073741823
19455 21501 1073741823
28979 28998 1073741823
20212 20650 1073741823
5516 6279 1073741823
1444 11767 1073741823
8249 28546 1073741823
215 15944 1073741823
28154 29279 1073741823
8032 9205 1073741823
20826 22576 1073741823
17395 25274 1073741823
5930 9588 1073741823
26407 29506 1073741823
12077 18691 1073741823
20748 25634 1073741823
19733 24142 1073741823
22254 24196 1073741823
5550 20482 1073741823
4650 9453 1073741823
11354 24244 1073741823
1040 27222 1073741823
13501 28005 1073741823
3882 9074 1073741823
7353 11055 1073741823
7404 23669 1073741823
17053 20778 1073741823
10605 19350 1073741823
19353 20701 1073741823
9093 12612 1073741823
15990 25474 1073741823
29271 29399 1073741823
13955 14787 1073741823
24545 25896 1073741823
17107 26068 1073741823
4561 23180 1073741823
17829 27774 1073741823
1178 4167 1073741823
26660 27777 1073741823
15560 27828 1073741823
289 1979 1073741823
8848 25907 1073741823
14141 16421 1073741823
15276 19361 1073741823
5499 28572 1073741823
14182 26618 1073741823
11221 19470 1073741823
242 6520 1073741823
2622 9441 1073741823
19456 25262 1073741823
18184 22427 1073741823
20370 26778 1073741823
12375 24291 1073741823
8971 18716 1073741823
12758 25033 1073741823
29065 29231 1073741823
17064 17646 1073741823
581 12416 1073741823
28578 29361 1073741823
2345 13035 1073741823
21943 24441 1073741823
19185 29445 1073741823
8371 16733 1073741823
12676 19505 1073741823
25133 26063 1073741823
17524 25010 1073741823
21686 27393 1073741823
20757 21667 1073741823
24407 26424 1073741823
7867 16190 1073741823
27963 29354 1073741823
9239 28116 1073741823
28072 28450 1073741823
9923 10140 1073741823
4148 4720 1073741823
1003 20469 1073741823
4405 20974 1073741823
19023 23068 1073741823
10873 17947 1073741823
15542 23532 1073741823
1799 7588 1073741823
13925 14374 1073741823
582 2237 1073741823
8193 14969 1073741823
27021 29987 1073741823
1489 2654 1073741823
22971 26143 1073741823
20247 23798 1073741823
1848 6645 1073741823
2673 3254 1073741823
8539 9754 1073741823
14235 25844 1073741823
28893 28985 1073741823
26023 28647 1073741823
14989 24408 1073741823
24368 28504 1073741823
14918 23326 1073741823
21242 21768 1073741823
18974 24339 1073741823
18942 28165 1073741823
2529 8210 1073741823
10870 28907 1073741823
6846 26553 1073741823
28980 29825 1073741823
17215 24407 1073741823
5431 28287 1073741823
3967 7514 1073741823
18816 23686 1073741823
16791 21692 1073741823
4386 19238 1073741823
9817 14296 1073741823
22937 28148 1073741823
8769 10662 1073741823
3932 18192 1073741823
2728 21102 1073741823
24758 28460 1073741823
7995 29440 1073741823
8913 28395 1073741823
14252 15165 1073741823
3348 7225 1073741823
1143 28426 1073741823
16046 26708 1073741823
11016 17227 1073741823
17011 29921 1073741823
29771 29788 1073741823
1256 25970 1073741823
10051 14693 1073741823
28825 29657 1073741823
24079 27542 1073741823
9395 18123 1073741823
1611 3550 1073741823
1182 14904 1073741823
11395 16978 1073741823
18699 24430 1073741823
7149 13935 1073741823
10591 20971 1073741823
9815 20685 1073741823
5934 26463 1073741823
10334 12207 1073741823
14876 15795 1073741823
7649 16160 1073741823
15648 23815 1073741823
23221 25172 1073741823
27866 28387 1073741823
15258 27351 1073741823
4134 24715 1073741823
25454 29124 1073741823
12017 29139 1073741823
22689 24632 1073741823
15179 27710 1073741823
5865 26977 1073741823
20670 24267 1073741823
26935 27980 1073741823
2222 13460 1073741823
8169 16230 1073741823
19490 27792 1073741823
529 12146 1073741823
1218 5162 1073741823
16918 22367 1073741823
6913 20398 1073741823
11465 22732 1073741823
4829 12802 1073741823
11387 13217 1073741823
7621 17325 1073741823
28285 29270 1073741823
23482 27598 1073741823
23560 28452 1073741823
4568 14214 1073741823
1583 6595 1073741823
5607 16313 1073741823
3601 5680 1073741823
6190 11671 1073741823
23891 27904 1073741823
16263 16352 1073741823
17102 20237 1073741823
19385 20206 1073741823
18308 22504 1073741823
12801 20704 1073741823
20441 21830 1073741823
26610 28015 1073741823
23808 26753 1073741823
20608 21383 1073741823
691 1123 1073741823
2599 16409 1073741823
25895 28223 1073741823
18033 19502 1073741823
21311 29566 1073741823
16871 21618 1073741823
20736 28168 1073741823
22023 23438 1073741823
9797 28685 1073741823
21416 29901 1073741823
17843 25822 1073741823
14010 19158 1073741823
8176 16995 1073741823
13089 19181 1073741823
14096 20769 1073741823
964 27735 1073741823
1616 1747 1073741823
12256 28468 1073741823
4615 23479 1073741823
15011 27267 1073741823
13273 23965 1073741823
28918 28960 1073741823
510 25056 1073741823
18842 21456 1073741823
6626 20123 1073741823
2934 5797 1073741823
1343 29274 1073741823
11823 24208 1073741823
21288 29893 1073741823
10490 10948 1073741823
13206 15293 1073741823
9134 20664 1073741823
17993 28877 1073741823
15902 20473 1073741823
15543 20873 1073741823
24997 27718 1073741823
22601 26897 1073741823
20738 25962 1073741823
6342 23841 1073741823
27238 27428 1073741823
12047 21545 1073741823
20428 25107 1073741823
2062 3597 1073741823
27017 27189 1073741823
1001 2150 1073741823
500 5477 1073741823
11643 21820 1073741823
8807 13042 1073741823
1540 23424 1073741823
18614 24911 1073741823
14623 16391 1073741823
28320 28549 1073741823
19701 21174 1073741823
4532 8515 1073741823
8881 15439 1073741823
19606 24764 1073741823
23348 28242 1073741823
338 15270 1073741823
29705 29985 1073741823
2239 2684 1073741823
12443 14940 1073741823
20296 24211 1073741823
9125 16051 1073741823
13847 16147 1073741823
27883 28351 1073741823
29267 29881 1073741823
2552 19102 1073741823
22716 27912 1073741823
583 5066 1073741823
26292 29992 1073741823
9685 27208 1073741823
18512 21651 1073741823
647 4259 1073741823
1199 25546 1073741823
4888 9540 1073741823
17546 23041 1073741823
15270 20053 1073741823
26381 28404 1073741823
14590 14602 1073741823
22757 28628 1073741823
1636 12244 1073741823
24987 26382 1073741823
10936 20639 1073741823
23328 25707 1073741823
19621 22958 1073741823
1961 26168 1073741823
22300 27027 1073741823
1164 26721 1073741823
16897 20905 1073741823
17035 17379 1073741823
21284 28991 1073741823
23170 25082 1073741823
27506 28836 1073741823
748 3708 1073741823
13421 20978 1073741823
18682 25977 1073741823
16857 25557 1073741823
16694 24902 1073741823
1672 5536 1073741823
29941 29973 1073741823
25721 28442 1073741823
12347 27872 1073741823
3949 12127 1073741823
16644 27437 1073741823
23418 25193 1073741823
10128 21125 1073741823
17939 25488 1073741823
8446 11766 1073741823
27239 28552 1073741823
16412 21684 1073741823
217 2534 1073741823
2174 4586 1073741823
29361 29648 1073741823
16333 24721 1073741823
22033 26930 1073741823
26978 27128 1073741823
26154 28105 1073741823
8211 14880 1073741823
19375 23127 1073741823
16973 19293 1073741823
18826 26442 1073741823
9316 19887 1073741823
8655 24808 1073741823
15654 19647 1073741823
18158 28064 1073741823
182 4312 1073741823
11564 11830 1073741823
23960 25352 1073741823
20564 29627 1073741823
4104 10971 1073741823
16809 24715 1073741823
16272 22082 1073741823
21024 21634 1073741823
6873 26113 1073741823
11468 13695 1073741823
26050 29584 1073741823
106 20870 1073741823
11695 17348 1073741823
16446 18920 1073741823
6179 10024 1073741823
29549 29736 1073741823
2658 2912 1073741823
27725 28092 1073741823
21104 23792 1073741823
250 2116 1073741823
26766 29761 1073741823
27242 28692 1073741823
17062 19004 1073741823
3267 27638 1073741823
26677 29918 1073741823
635 16889 1073741823
22408 23938 1073741823
11536 22387 1073741823
15386 28940 1073741823
8010 16343 1073741823
24349 29162 1073741823
17998 28758 1073741823
1623 6836 1073741823
5412 11345 1073741823
13615 20585 1073741823
25499 27473 1073741823
1032 3567 1073741823
8251 15638 1073741823
461 9909 1073741823
24187 28693 1073741823
21453 27510 1073741823
5428 10074 1073741823
1994 16808 1073741823
8534 12051 1073741823
19532 19717 1073741823
24794 27571 1073741823
827 2963 1073741823
1223 10477 1073741823
25261 25589 1073741823
8857 13362 1073741823
6141 12101 1073741823
1759 21647 1073741823
8477 22124 1073741823
22275 22591 1073741823
20525 20725 1073741823
29616 29737 1073741823
11596 23459 1073741823
4687 21670 1073741823
10926 25463 1073741823
26578 27236 1073741823
24302 24605 1073741823
19157 21412 1073741823
14758 19289 1073741823
11474 15716 1073741823
26174 28767 1073741823
13204 25817 1073741823
20737 27586 1073741823
1774 16491 1073741823
630 18297 1073741823
9900 26456 1073741823
17645 26751 1073741823
23754 29385 1073741823
18520 18700 1073741823
8164 10226 1073741823
14428 28955 1073741823
1214 2440 1073741823
888 3739 1073741823
18213 22731 1073741823
1622 7261 1073741823
24901 29381 1073741823
26287 28302 1073741823
2813 9607 1073741823
1332 26868 1073741823
12192 15281 1073741823
28346 28816 1073741823
19229 21569 1073741823
15158 20413 1073741823
3633 11907 1073741823
1897 25753 1073741823
4827 5971 1073741823
27901 28296 1073741823
13585 20797 1073741823
8737 12519 1073741823
25521 26962 1073741823
1538 20795 1073741823
2186 12855 1073741823
15787 22976 1073741823
4028 22059 1073741823
29261 29915 1073741823
1421 15553 1073741823
12434 14716 1073741823
9278 29785 1073741823
21039 26246 1073741823
24653 27829 1073741823
9657 12634 1073741823
25628 27285 1073741823
18617 21411 1073741823
23202 25749 1073741823
26626 28773 1073741823
21089 21701 1073741823
23106 25504 1073741823
19608 28308 1073741823
18648 19753 1073741823
19641 29090 1073741823
23269 24734 1073741823
1773 1947 1073741823
5798 18388 1073741823
13815 25434 1073741823
27905 29199 1073741823
3975 6756 1073741823
9053 14411 1073741823
12432 19471 1073741823
4023 26173 1073741823
4107 23965 1073741823
23282 28498 1073741823
26909 28559 1073741823
15727 24172 1073741823
1815 22931 1073741823
27102 29270 1073741823
28893 29867 1073741823
6740 15307 1073741823
27321 27903 1073741823
29597 29836 1073741823
10288 17818 1073741823
13011 14480 1073741823
15429 19723 1073741823
22831 26818 1073741823
14621 29783 1073741823
18976 25905 1073741823
24243 25434 1073741823
3994 20449 1073741823
8653 11090 1073741823
14513 20304 1073741823
7983 20366 1073741823
1638 3931 1073741823
20238 26956 1073741823
23233 24692 1073741823
3271 13965 1073741823
7712 29854 1073741823
18129 29931 1073741823
3790 4286 1073741823
27376 27750 1073741823
11991 21422 1073741823
25260 25373 1073741823
17435 22882 1073741823
13314 22485 1073741823
7842 14178 1073741823
6745 23372 1073741823
6447 15354 1073741823
11192 11229 1073741823
2072 6285 1073741823
24117 28234 1073741823
2644 22739 1073741823
433 15013 1073741823
28886 29217 1073741823
450 15515 1073741823
12313 16720 1073741823
1009 9064 1073741823
4093 27276 1073741823
13862 14475 1073741823
3537 16717 1073741823
24928 26895 1073741823
9393 16305 1073741823
5289 19454 1073741823
28690 29700 1073741823
1818 13853 1073741823
23707 26316 1073741823
14651 15770 1073741823
23351 26014 1073741823
19677 27169 1073741823
19048 24779 1073741823
27883 28904 1073741823
2526 20687 1073741823
21422 24996 1073741823
27720 28421 1073741823
24689 28022 1073741823
1594 19075 1073741823
7221 13303 1073741823
17007 20430 1073741823
374 23656 1073741823
4737 5298 1073741823
20301 28349 1073741823
104 22420 1073741823
7942 16250 1073741823
17295 24134 1073741823
21941 28597 1073741823
3453 8286 1073741823
16437 20707 1073741823
21314 22348 1073741823
2705 7389 1073741823
14176 24610 1073741823
12919 28462 1073741823
9485 17475 1073741823
2233 3813 1073741823
7302 21509 1073741823
18998 19791 1073741823
6565 10625 1073741823
18217 24187 1073741823
18614 25210 1073741823
29312 29649 1073741823
2135 27491 1073741823
26527 26778 1073741823
8382 11624 1073741823
22406 24361 1073741823
1903 4278 1073741823
15617 26552 1073741823
26862 28308 1073741823
8478 29664 1073741823
26338 28451 1073741823
996 17129 1073741823
23451 28213 1073741823
15682 19540 1073741823
25254 26246 1073741823
27206 28556 1073741823
20382 22702 1073741823
14992 20471 1073741823
1860 20045 1073741823
12805 21541 1073741823
28370 28767 1073741823
13000 24434 1073741823
25997 26627 1073741823
25446 28500 1073741823
1898 19931 1073741823
17744 27072 1073741823
24850 25221 1073741823
3983 9888 1073741823
11353 12508 1073741823
8627 29109 1073741823
3755 13060 1073741823
8972 11441 1073741823
2039 12303 1073741823
8733 12491 1073741823
8945 9835 1073741823
18510 22206 1073741823
26211 29819 1073741823
177 23274 1073741823
28867 29703 1073741823
23079 27286 1073741823
29195 29893 1073741823
23540 23998 1073741823
661 26278 1073741823
26192 27425 1073741823
16229 29792 1073741823
28015 29902 1073741823
732 15815 1073741823
16356 28176 1073741823
29546 29676 1073741823
737 1306 1073741823
22196 24094 1073741823
8674 29441 1073741823
1254 16246 1073741823
26811 28522 1073741823
28730 29628 1073741823
25006 27131 1073741823
19690 26683 1073741823
17906 19075 1073741823
21282 29139 1073741823
12688 26993 1073741823
18794 25768 1073741823
14944 16111 1073741823
26722 29315 1073741823
29492 29649 1073741823
6047 6494 1073741823
12115 14619 1073741823
27829 28226 1073741823
6697 14102 1073741823
8341 14502 1073741823
524 2739 1073741823
28442 29538 1073741823
7778 8080 1073741823
5342 8987 1073741823
2098 2117 1073741823
24402 29996 1073741823
2440 9661 1073741823
782 14093 1073741823
18029 18226 1073741823
11365 25538 1073741823
21349 25602 1073741823
2317 8864 1073741823
24267 27130 1073741823
29469 29889 1073741823
28811 29607 1073741823
21640 25430 1073741823
12622 27701 1073741823
15498 15958 1073741823
6315 23240 1073741823
21904 26329 1073741823
19355 28851 1073741823
19581 24491 1073741823
16174 24583 1073741823
10489 16220 1073741823
29565 29758 1073741823
12 602 1073741823
23264 23378 1073741823
13549 20576 1073741823
16737 28050 1073741823
15380 16510 1073741823
18544 26852 1073741823
5270 14689 1073741823
19160 28101 1073741823
27570 28898 1073741823
15601 21366 1073741823
7847 25528 1073741823
23831 28911 1073741823
3785 9894 1073741823
18524 20474 1073741823
1700 25420 1073741823
18298 26572 1073741823
22656 25655 1073741823
26636 27380 1073741823
19798 28677 1073741823
13821 15821 1073741823
24001 28042 1073741823
10560 25711 1073741823
25448 29564 1073741823
7105 16613 1073741823
21435 23851 1073741823
23452 24474 1073741823
972 29373 1073741823
11662 22641 1073741823
24161 24382 1073741823
21416 21601 1073741823
16455 19106 1073741823
27723 29828 1073741823
28393 29215 1073741823
15696 17928 1073741823
23841 25157 1073741823
16263 26353 1073741823
12877 19669 1073741823
2355 5539 1073741823
18342 27114 1073741823
8179 24548 1073741823
4045 9613 1073741823
10516 13924 1073741823
7335 11276 1073741823
20966 21713 1073741823
14187 18827 1073741823
2380 3065 1073741823
16121 16831 1073741823
12248 18605 1073741823
16494 17416 1073741823
278 24663 1073741823
2245 6250 1073741823
1255 4093 1073741823
22496 24536 1073741823
5953 11281 1073741823
19447 26152 1073741823
549 2839 1073741823
2527 3843 1073741823
15810 18181 1073741823
1247 4515 1073741823
776 22885 1073741823
23056 26718 1073741823
19007 21139 1073741823
17555 19547 1073741823
1033 1910 1073741823
3639 5412 1073741823
15813 27048 1073741823
19835 28177 1073741823
20741 22987 1073741823
12448 17198 1073741823
10050 19770 1073741823
2515 23505 1073741823
26063 27858 1073741823
17578 22141 1073741823
5644 14507 1073741823
23581 26424 1073741823
7644 16446 1073741823
19063 24940 1073741823
7257 8914 1073741823
8636 14897 1073741823
2454 19078 1073741823
23917 27413 1073741823
25028 27213 1073741823
27994 28847 1073741823
4809 5436 1073741823
25272 25713 1073741823
17871 20663 1073741823
29555 29687 1073741823
21321 22720 1073741823
18374 25876 1073741823
4699 27270 1073741823
17928 23470 1073741823
9034 28196 1073741823
20681 24049 1073741823
15922 16004 1073741823
11037 26819 1073741823
23031 23871 1073741823
520 9594 1073741823
16253 23191 1073741823
827 3234 1073741823
23836 25467 1073741823
22606 26130 1073741823
28238 28710 1073741823
16367 21223 1073741823
19371 24888 1073741823
13193 26642 1073741823
488 2895 1073741823
27209 29293 1073741823
14395 14662 1073741823
1021 23927 1073741823
23858 27983 1073741823
14686 19553 1073741823
29572 29630 1073741823
26815 29220 1073741823
3415 6628 1073741823
14534 29895 1073741823
26340 26942 1073741823
16267 20009 1073741823
41 15964 1073741823
2542 9367 1073741823
2477 5848 1073741823
494 23680 1073741823
27817 28783 1073741823
29831 29866 1073741823
9621 12243 1073741823
5068 7003 1073741823
2753 10298 1073741823
10534 21285 1073741823
19797 29135 1073741823
811 3153 1073741823
26042 28214 1073741823
15266 27097 1073741823
2827 4642 1073741823
2710 26671 1073741823
16070 18037 1073741823
20393 29984 1073741823
16584 23339 1073741823
17835 23452 1073741823
2632 3085 1073741823
5227 24997 1073741823
22594 24096 1073741823
13517 14319 1073741823
15431 23182 1073741823
23325 29090 1073741823
3410 6023 1073741823
23459 29519 1073741823
18190 20130 1073741823
15736 23090 1073741823
18551 21041 1073741823
28568 29419 1073741823
20879 22753 1073741823
21559 24285 1073741823
2386 26057 1073741823
5721 14216 1073741823
8171 19408 1073741823
2157 17761 1073741823
24872 28658 1073741823
13401 13585 1073741823
19244 24622 1073741823
13292 17369 1073741823
2100 15335 1073741823
19280 29874 1073741823
5052 20230 1073741823
29679 29963 1073741823
16914 24473 1073741823
26808 29769 1073741823
17386 23761 1073741823
13169 19612 1073741823
29796 29997 1073741823
9295 15936 1073741823
8812 10180 1073741823
26564 28260 1073741823
1 900 1073741823
11928 21522 1073741823
29912 29929 1073741823
7227 15776 1073741823
2929 19214 1073741823
28506 28517 1073741823
4650 13828 1073741823
6320 11928 1073741823
16066 18009 1073741823
13343 22767 1073741823
1345 15957 1073741823
6143 21376 1073741823
16871 18628 1073741823
28342 28842 1073741823
16226 20731 1073741823
3720 19990 1073741823
27972 28711 1073741823
945 2255 1073741823
23219 25342 1073741823
177 12305 1073741823
18786 18813 1073741823
10472 21161 1073741823
27841 29823 1073741823
26978 29462 1073741823
10609 12703 1073741823
21492 27157 1073741823
26875 27902 1073741823
12424 13036 1073741823
21953 23201 1073741823
14517 29606 1073741823
4917 5938 1073741823
12691 21009 1073741823
17992 19578 1073741823
22477 24990 1073741823
550 25445 1073741823
20983 21680 1073741823
27936 28583 1073741823
7458 13716 1073741823
12777 25521 1073741823
10158 19640 1073741823
4358 8877 1073741823
3680 5082 1073741823
9856 13244 1073741823
12212 26449 1073741823
14300 17578 1073741823
2421 9449 1073741823
7756 20344 1073741823
5258 8303 1073741823
8487 12671 1073741823
4883 21880 1073741823
21655 23922 1073741823
1205 13705 1073741823
20626 22502 1073741823
13617 23275 1073741823
21515 28497 1073741823
6460 7948 1073741823
10345 20525 1073741823
28043 28445 1073741823
22840 23741 1073741823
19501 20824 1073741823
5150 19052 1073741823
11293 27678 1073741823
17681 26249 1073741823
2536 21683 1073741823
17096 17728 1073741823
25004 27076 1073741823
8047 14373 1073741823
4498 11757 1073741823
29087 29424 1073741823
7741 19578 1073741823
10637 18726 1073741823
1971 12748 1073741823
18050 21640 1073741823
16284 26209 1073741823
139 21996 1073741823
16536 23853 1073741823
14961 29433 1073741823
12246 16920 1073741823
20459 24047 1073741823
15587 22300 1073741823
5139 21996 1073741823
13247 14107 1073741823
5143 20193 1073741823
6 13778 1073741823
29233 29611 1073741823
18797 29756 1073741823
27865 29490 1073741823
16572 21812 1073741823
26169 28634 1073741823
5819 9367 1073741823
2737 22075 1073741823
19360 21815 1073741823
7868 13271 1073741823
26568 28823 1073741823
27458 27771 1073741823
7571 18633 1073741823
8688 27061 1073741823
15733 23803 1073741823
18421 23798 1073741823
12362 19320 1073741823
6191 28482 1073741823
27626 28504 1073741823
15445 23855 1073741823
5630 9043 1073741823
9846 14595 1073741823
18706 23202 1073741823
7842 8787 1073741823
12267 17178 1073741823
22759 24810 1073741823
27418 28893 1073741823
10111 16767 1073741823
29905 29980 1073741823
7495 16073 1073741823
454 23133 1073741823
13427 24128 1073741823
18294 19082 1073741823
19840 26894 1073741823
2476 18049 1073741823
6763 11444 1073741823
23842 29562 1073741823
18977 20847 1073741823
28870 29742 1073741823
2102 9173 1073741823
13345 15857 1073741823
9433 9960 1073741823
5365 27402 1073741823
984 7927 1073741823
6725 13380 1073741823
23296 25237 1073741823
7273 20669 1073741823
14072 27327 1073741823
17249 18760 1073741823
8206 27495 1073741823
16234 22331 1073741823
28034 28699 1073741823
28623 28770 1073741823
14370 20640 1073741823
27650 28650 1073741823
19461 20769 1073741823
8939 11861 1073741823
25212 28535 1073741823
1152 18362 1073741823
14406 21412 1073741823
27030 28730 1073741823
21507 23051 1073741823
11766 14328 1073741823
4331 14305 1073741823
12468 15361 1073741823
16832 17494 1073741823
11964 13575 1073741823
1 8258 1073741823
11182 25087 1073741823
1585 4451 1073741823
23788 24376 1073741823
23928 25448 1073741823
19185 21263 1073741823
5559 13865 1073741823
7396 12460 1073741823
8609 10024 1073741823
17004 29136 1073741823
9528 11188 1073741823
28615 29087 1073741823
26550 28606 1073741823
8214 10176 1073741823
2174 14188 1073741823
4603 15909 1073741823
82 5627 1073741823
29286 29576 1073741823
17094 28416 1073741823
10668 21190 1073741823
5109 19415 1073741823
2474 15051 1073741823
26226 28013 1073741823
1352 4238 1073741823
21890 28130 1073741823
2161 19479 1073741823
3976 9170 1073741823
27137 28095 1073741823
17600 25357 1073741823
9776 13188 1073741823
28208 28891 1073741823
29263 29500 1073741823
220 25474 1073741823
10656 23222 1073741823
24890 25465 1073741823
1851 6671 1073741823
10981 13216 1073741823
5454 10797 1073741823
8341 15734 1073741823
10453 11143 1073741823
22607 26716 1073741823
9035 26354 1073741823
681 5889 1073741823
26831 29094 1073741823
5489 13238 1073741823
23466 28445 1073741823
4286 21713 1073741823
7391 19818 1073741823
727 18135 1073741823
15108 16241 1073741823
19875 26038 1073741823
17233 20907 1073741823
16817 18548 1073741823
26871 27183 1073741823
13321 16695 1073741823
14002 29295 1073741823
4722 27064 1073741823
2418 5601 1073741823
26389 28245 1073741823
1831 15842 1073741823
11057 27136 1073741823
23851 24322 1073741823
12817 15456 1073741823
8916 19210 1073741823
16443 21955 1073741823
5177 25378 1073741823
8939 18501 1073741823
12421 21944 1073741823
23487 29099 1073741823
22650 26009 1073741823
13492 27645 1073741823
8713 25930 1073741823
20561 20562 1073741823
2591 3604 1073741823
2594 3684 1073741823
913 26276 1073741823
15208 25108 1073741823
19291 23371 1073741823
14351 17685 1073741823
22869 23251 1073741823
6112 29385 1073741823
9960 21491 1073741823
8184 19473 1073741823
14896 20250 1073741823
